user,week,auth_events,auth_success,success_rate,uniq_src,uniq_dst,night_auth
user1766,2024-02-11,12,12,1.0,4,1,1
user1550,2023-05-14,6,6,1.0,1,3,0
user0448,2023-11-12,12,10,0.833,1,2,1
user0922,2024-05-12,12,12,1.0,1,1,0
user1130,2023-02-05,14,13,0.929,1,3,0
user1866,2024-05-05,11,11,1.0,2,4,1
user1085,2023-12-31,12,11,0.917,1,3,0
user1154,2023-05-07,11,11,1.0,3,2,0
user1557,2023-10-15,8,8,1.0,2,1,0
user1770,2023-01-22,15,13,0.867,1,1,2
user1006,2023-03-19,11,10,0.909,2,2,0
user1272,2024-06-23,8,7,0.875,1,3,1
user1012,2024-03-03,12,10,0.833,1,1,0
user1638,2023-03-26,12,12,1.0,1,1,0
user1495,2023-11-26,20,17,0.85,1,1,1
user0978,2024-02-11,11,11,1.0,1,2,0
user1962,2023-04-23,13,12,0.923,1,1,0
user1087,2023-09-03,9,8,0.889,1,1,0
user0884,2023-11-19,15,14,0.933,1,2,0
user0241,2023-06-18,7,6,0.857,2,1,0
user1681,2023-03-05,9,9,1.0,1,1,0
user1070,2024-04-28,13,12,0.923,1,4,0
user1968,2023-07-09,14,12,0.857,1,3,0
user1701,2023-07-02,22,16,0.727,4,3,2
user0519,2023-06-25,14,11,0.786,2,2,1
user1591,2024-06-16,12,12,1.0,2,1,0
user1954,2024-03-03,14,14,1.0,1,1,1
user1137,2023-05-07,17,16,0.941,1,2,0
user1757,2023-04-09,11,8,0.727,1,1,0
user0144,2023-11-05,11,8,0.727,4,4,1
user1272,2023-09-17,12,11,0.917,2,2,1
user1934,2023-02-26,16,16,1.0,1,1,3
user0022,2023-07-30,12,12,1.0,2,4,0
user1920,2023-06-04,10,10,1.0,1,3,0
user1599,2024-03-10,12,12,1.0,3,1,0
user1297,2023-05-14,11,11,1.0,1,3,0
user1662,2023-07-09,12,12,1.0,1,2,0
user1295,2023-03-26,9,8,0.889,1,1,0
user0886,2023-02-05,14,14,1.0,1,4,1
user0211,2023-12-10,14,13,0.929,2,1,0
user1016,2024-04-28,8,6,0.75,2,1,0
user0317,2023-03-19,8,8,1.0,1,3,0
user1587,2024-04-21,18,16,0.889,1,4,0
user1308,2024-04-21,12,10,0.833,1,1,0
user1467,2024-06-02,12,11,0.917,1,3,0
user1558,2023-04-09,13,13,1.0,1,2,0
user0206,2023-06-04,9,9,1.0,3,1,0
user1989,2023-06-04,18,17,0.944,2,3,1
user1368,2024-06-09,8,8,1.0,2,1,0
user0760,2024-03-31,9,7,0.778,3,1,0
user0522,2023-03-19,12,12,1.0,1,5,0
user1246,2023-08-27,4,3,0.75,1,1,1
user0438,2023-12-17,19,18,0.947,1,4,2
user0593,2024-03-03,17,16,0.941,3,5,1
user1017,2024-03-03,12,12,1.0,2,2,1
user1966,2023-11-26,10,10,1.0,1,1,0
user0941,2024-05-26,8,8,1.0,3,2,0
user1914,2023-07-16,15,14,0.933,1,2,1
user1818,2024-04-21,6,5,0.833,1,5,0
user0262,2024-02-18,11,10,0.909,1,1,1
user1162,2023-01-22,15,13,0.867,4,1,1
user1693,2023-08-27,16,16,1.0,1,1,1
user0229,2024-01-14,10,10,1.0,2,1,0
user0463,2023-04-09,11,9,0.818,3,1,2
user0180,2023-04-16,14,13,0.929,2,1,0
user0312,2023-04-23,7,7,1.0,1,5,0
user1234,2023-01-29,12,10,0.833,1,2,1
user0061,2024-05-12,15,15,1.0,1,1,0
user1248,2023-11-26,11,9,0.818,2,4,0
user1326,2023-10-22,12,10,0.833,2,3,0
user1713,2024-03-17,11,10,0.909,1,1,0
user0862,2023-11-12,17,15,0.882,2,3,0
user0142,2024-05-26,16,16,1.0,1,2,1
user1070,2023-02-05,7,7,1.0,1,2,0
user0728,2024-06-30,17,16,0.941,1,1,1
user1981,2023-12-03,13,12,0.923,3,1,1
user1173,2024-05-19,12,12,1.0,4,3,0
user0393,2024-06-09,15,13,0.867,2,4,1
user1580,2023-12-24,14,13,0.929,1,2,0
user1393,2024-04-28,16,16,1.0,3,1,0
user1429,2023-07-30,16,15,0.938,3,1,1
user1453,2024-06-09,19,17,0.895,2,2,1
user0763,2023-09-03,7,7,1.0,1,1,1
user0904,2024-01-07,7,5,0.714,1,2,0
user0112,2024-02-11,13,11,0.846,1,3,1
user1482,2023-08-20,13,13,1.0,3,1,1
user0916,2023-06-04,11,8,0.727,2,1,2
user1355,2024-01-21,15,15,1.0,1,3,2
user0616,2023-11-26,9,9,1.0,2,1,0
user1667,2024-06-09,11,9,0.818,1,1,1
user0654,2023-12-24,14,14,1.0,1,1,0
user1440,2023-02-12,14,11,0.786,3,1,1
user0505,2023-11-05,9,7,0.778,1,1,0
user1506,2024-03-10,11,10,0.909,3,3,0
user1708,2023-02-26,8,6,0.75,2,2,0
user1538,2024-01-21,10,8,0.8,1,2,0
user0665,2023-08-20,13,13,1.0,2,3,0
user1455,2024-05-05,15,15,1.0,1,1,0
user1694,2023-05-28,11,11,1.0,1,1,1
user1341,2023-02-26,14,12,0.857,1,1,2
user1933,2024-04-14,11,8,0.727,2,3,0
user0873,2023-11-12,11,8,0.727,4,2,1
user1845,2023-05-28,14,12,0.857,1,2,3
user1420,2023-07-30,13,12,0.923,1,1,0
user1652,2024-02-18,12,11,0.917,1,1,1
user1841,2023-09-24,16,16,1.0,1,3,0
user1744,2024-03-31,14,14,1.0,1,2,1
user1759,2023-01-29,14,13,0.929,1,3,1
user1561,2023-09-10,16,15,0.938,2,1,0
user0032,2023-07-30,10,8,0.8,3,2,0
user0983,2023-12-24,12,12,1.0,1,3,2
user1966,2023-01-29,13,13,1.0,2,2,0
user0602,2023-05-28,7,6,0.857,1,1,0
user0329,2023-05-21,9,9,1.0,1,1,0
user0088,2024-03-31,11,7,0.636,4,1,0
user0999,2023-05-14,8,7,0.875,1,3,0
user1294,2023-10-29,5,5,1.0,1,1,0
user0328,2023-12-10,15,15,1.0,2,1,0
user1120,2023-09-03,15,14,0.933,2,1,0
user1754,2023-10-22,13,11,0.846,2,1,1
user0578,2023-08-20,6,6,1.0,2,1,0
user1165,2023-02-19,10,9,0.9,1,2,0
user1679,2024-05-26,21,20,0.952,2,1,0
user0858,2023-05-21,11,10,0.909,1,4,0
user1927,2023-08-27,11,11,1.0,1,2,0
user0742,2024-02-04,9,7,0.778,2,3,1
user0023,2024-04-14,12,12,1.0,1,1,0
user0126,2024-07-07,10,10,1.0,2,2,0
user1809,2023-11-05,13,13,1.0,2,1,0
user1013,2023-04-02,7,5,0.714,2,1,0
user0318,2023-03-19,16,15,0.938,1,1,0
user1324,2023-04-02,7,7,1.0,1,3,0
user1998,2023-01-22,13,11,0.846,1,1,0
user0845,2023-01-08,12,10,0.833,4,1,0
user1948,2024-07-07,8,8,1.0,1,3,0
user1190,2024-04-07,6,6,1.0,1,2,0
user0728,2024-04-07,14,14,1.0,1,2,0
user1304,2024-03-17,13,13,1.0,4,1,0
user1465,2023-10-22,12,11,0.917,1,1,0
user1183,2023-03-19,14,14,1.0,4,1,1
user1210,2023-02-26,8,7,0.875,2,2,1
user1309,2023-01-01,14,12,0.857,2,1,1
user1982,2023-07-16,9,9,1.0,2,4,0
user0262,2023-07-09,10,10,1.0,1,1,0
user0252,2023-12-31,12,10,0.833,2,2,2
user0118,2023-10-08,15,14,0.933,3,2,1
user0026,2023-10-15,10,8,0.8,2,1,0
user0304,2023-04-30,17,16,0.941,2,4,0
user0865,2024-04-14,9,9,1.0,1,2,0
user1497,2023-08-27,9,9,1.0,1,3,0
user1094,2023-07-09,9,8,0.889,1,1,0
user1255,2023-04-30,11,11,1.0,2,1,0
user1002,2023-10-22,11,10,0.909,1,1,0
user1037,2023-12-03,15,15,1.0,1,2,0
user0724,2023-10-01,11,11,1.0,1,2,0
user1716,2023-09-17,11,11,1.0,3,1,1
user1816,2023-10-29,15,14,0.933,2,2,0
user1511,2023-06-18,10,10,1.0,3,3,0
user0194,2024-01-07,7,7,1.0,2,2,0
user1309,2023-08-20,12,12,1.0,1,1,0
user0424,2023-03-19,10,9,0.9,1,2,1
user0934,2023-06-11,8,6,0.75,1,1,0
user0747,2024-02-04,11,10,0.909,1,3,1
user0349,2023-07-16,13,13,1.0,1,1,0
user1266,2024-01-21,9,7,0.778,1,1,2
user1211,2024-05-19,12,11,0.917,3,1,2
user0984,2023-07-09,11,11,1.0,2,1,0
user1778,2023-09-10,9,9,1.0,2,1,0
user1533,2023-11-05,9,7,0.778,1,1,1
user0286,2024-02-04,12,12,1.0,1,3,0
user1771,2023-01-08,9,7,0.778,1,3,0
user1595,2023-11-26,11,10,0.909,2,1,1
user0617,2024-06-23,10,8,0.8,1,1,0
user0797,2023-01-22,8,7,0.875,2,3,3
user0426,2023-08-20,13,11,0.846,2,1,2
user0804,2024-06-02,8,8,1.0,1,2,0
user0165,2023-06-18,14,12,0.857,3,1,1
user1138,2023-10-22,14,12,0.857,1,1,0
user0701,2023-09-10,13,13,1.0,2,1,0
user0222,2023-05-14,13,13,1.0,1,1,0
user1360,2024-05-12,7,6,0.857,1,3,0
user0648,2024-05-19,10,10,1.0,1,3,0
user1861,2023-01-22,10,9,0.9,1,2,2
user1133,2023-09-24,12,12,1.0,2,1,1
user1146,2024-02-11,8,8,1.0,1,1,0
user0631,2024-03-10,11,10,0.909,1,3,1
user1323,2023-10-01,13,10,0.769,2,2,1
user0486,2023-10-08,9,9,1.0,1,2,1
user0907,2024-03-17,10,9,0.9,2,1,2
user0336,2024-01-21,13,11,0.846,1,1,0
user1369,2024-01-28,10,10,1.0,2,1,0
user0105,2023-01-01,9,9,1.0,1,4,0
user1853,2023-12-24,15,14,0.933,4,4,0
user0749,2023-04-23,6,6,1.0,1,3,0
user1303,2023-04-16,15,14,0.933,2,2,0
user1318,2023-08-06,13,13,1.0,1,2,0
user0839,2024-07-07,9,9,1.0,1,1,1
user0381,2023-09-10,11,11,1.0,2,2,0
user0440,2023-06-04,9,9,1.0,2,3,0
user1408,2023-01-01,8,7,0.875,1,1,1
user1620,2024-02-11,10,10,1.0,2,1,1
user1208,2023-03-26,6,4,0.667,1,3,0
user0851,2023-09-03,18,18,1.0,3,2,0
user0385,2023-11-26,9,7,0.778,1,1,1
user1125,2023-03-26,15,12,0.8,1,4,1
user1755,2024-04-14,16,14,0.875,1,4,1
user1379,2023-10-08,15,14,0.933,1,4,1
user1508,2023-08-06,11,9,0.818,1,2,0
user1917,2024-02-18,7,6,0.857,2,2,0
user1542,2024-06-09,12,12,1.0,1,1,0
user1570,2023-05-14,7,6,0.857,2,1,0
user1508,2024-06-09,16,16,1.0,1,4,1
user0632,2023-11-05,8,7,0.875,2,1,0
user0331,2024-06-16,12,9,0.75,2,3,1
user1630,2023-11-19,14,11,0.786,1,1,2
user1154,2023-02-12,14,12,0.857,1,1,0
user1368,2024-04-21,10,9,0.9,3,1,1
user1756,2024-02-04,14,14,1.0,1,1,1
user1264,2023-01-01,8,7,0.875,1,1,1
user0300,2023-05-28,12,11,0.917,1,1,0
user0765,2023-12-24,13,12,0.923,1,2,1
user1866,2023-06-25,9,6,0.667,1,2,0
user0817,2023-08-20,14,13,0.929,1,1,0
user0757,2023-08-27,9,7,0.778,2,2,0
user0075,2024-05-05,14,11,0.786,1,2,1
user0865,2023-02-19,22,21,0.955,1,1,2
user1248,2023-07-02,8,8,1.0,4,1,0
user1551,2024-06-30,15,11,0.733,1,1,0
user0073,2023-07-16,7,7,1.0,2,3,0
user1003,2023-12-03,9,8,0.889,1,4,0
user0107,2024-02-25,19,19,1.0,1,1,0
user0735,2023-04-23,8,6,0.75,2,1,1
user1513,2024-02-18,9,7,0.778,4,4,0
user0290,2023-10-22,10,9,0.9,1,1,0
user1206,2023-09-17,10,10,1.0,2,1,0
user1255,2024-02-11,14,13,0.929,2,3,1
user0779,2023-11-12,17,17,1.0,1,1,1
user0103,2023-05-07,9,9,1.0,2,2,0
user0454,2023-04-16,15,15,1.0,1,1,2
user1835,2023-04-30,18,15,0.833,1,2,1
user1451,2023-08-06,21,21,1.0,2,1,2
user0425,2023-08-13,10,9,0.9,3,5,1
user1197,2024-01-28,9,8,0.889,2,4,3
user0399,2023-02-19,11,11,1.0,1,5,0
user1153,2023-07-30,17,17,1.0,1,3,0
user1164,2024-03-31,10,10,1.0,1,1,1
user0135,2023-12-17,13,12,0.923,1,1,1
user0648,2024-07-07,14,14,1.0,1,1,0
user1699,2023-02-05,16,15,0.938,3,1,2
user1028,2023-08-06,15,13,0.867,4,1,1
user0114,2023-12-17,7,7,1.0,1,1,0
user0274,2023-12-31,13,10,0.769,1,4,1
user1235,2023-12-10,14,12,0.857,1,1,1
user1375,2024-02-18,17,16,0.941,1,1,2
user0449,2024-03-10,5,5,1.0,4,1,0
user1694,2024-04-28,12,11,0.917,1,2,0
user0228,2024-05-12,5,4,0.8,2,2,1
user1349,2024-01-28,13,13,1.0,1,1,0
user0839,2023-03-05,14,13,0.929,2,3,3
user0779,2023-09-17,10,8,0.8,3,1,0
user1915,2024-05-12,15,13,0.867,1,2,1
user1396,2023-06-04,17,17,1.0,1,5,0
user0103,2023-09-03,8,6,0.75,1,1,1
user0962,2023-12-24,16,16,1.0,1,1,1
user0175,2023-07-02,5,5,1.0,1,1,0
user1777,2024-03-03,9,9,1.0,1,6,0
user0650,2023-12-17,12,11,0.917,1,2,0
user0271,2023-12-31,15,13,0.867,1,1,0
user1068,2024-04-07,13,12,0.923,1,1,0
user1106,2024-02-18,14,13,0.929,2,1,1
user0073,2023-11-26,2,2,1.0,2,1,0
user0849,2023-11-12,17,17,1.0,2,1,2
user1277,2024-04-07,10,9,0.9,2,3,1
user0913,2024-02-25,15,14,0.933,2,1,0
user1759,2023-07-09,22,20,0.909,2,1,3
user0219,2023-01-29,12,12,1.0,2,3,0
user0018,2023-07-30,19,15,0.789,3,1,2
user1351,2023-01-29,6,5,0.833,2,3,0
user0864,2024-01-07,4,2,0.5,1,5,0
user1523,2023-10-08,9,9,1.0,1,1,0
user1138,2023-07-16,24,23,0.958,3,2,1
user0846,2023-05-21,11,11,1.0,1,1,2
user0665,2024-02-04,14,14,1.0,4,2,0
user0621,2023-03-12,13,12,0.923,2,2,0
user1694,2023-02-26,10,9,0.9,1,2,2
user1453,2023-01-15,9,9,1.0,2,4,0
user1524,2023-09-24,14,14,1.0,1,1,0
user0858,2024-03-03,12,9,0.75,1,1,0
user0214,2023-03-12,7,5,0.714,1,1,1
user1866,2023-05-14,8,7,0.875,5,3,0
user1920,2023-03-12,10,10,1.0,1,1,0
user0470,2024-02-18,7,7,1.0,3,1,1
user0983,2023-07-16,6,6,1.0,1,4,0
user0606,2024-01-14,15,11,0.733,4,2,1
user1323,2023-02-12,11,11,1.0,1,3,0
user0990,2023-04-16,13,13,1.0,1,1,0
user0990,2023-08-27,14,13,0.929,1,3,1
user0060,2023-04-02,11,8,0.727,1,3,0
user1552,2023-04-30,19,19,1.0,3,3,0
user0338,2023-12-03,12,11,0.917,2,3,0
user1991,2024-03-31,12,11,0.917,1,1,3
user0169,2023-09-10,12,12,1.0,1,7,0
user0849,2024-07-07,15,15,1.0,1,3,2
user1278,2023-10-01,10,8,0.8,1,2,3
user0408,2023-06-04,11,9,0.818,1,4,0
user0463,2023-08-20,16,13,0.812,1,2,1
user1331,2023-05-21,19,18,0.947,2,1,0
user0374,2024-01-07,16,16,1.0,2,5,0
user1055,2023-10-15,17,15,0.882,4,1,1
user1289,2023-10-15,9,9,1.0,2,4,0
user0289,2023-03-12,14,13,0.929,2,2,3
user0026,2023-10-29,5,5,1.0,2,4,0
user1825,2023-04-02,13,13,1.0,1,1,1
user0384,2024-01-21,8,8,1.0,2,4,0
user1003,2023-08-13,14,14,1.0,2,1,0
user0698,2023-09-17,7,7,1.0,2,2,0
user1550,2024-01-28,12,10,0.833,2,2,0
user0170,2024-02-04,19,18,0.947,1,1,0
user0427,2023-11-12,15,15,1.0,3,1,0
user0807,2024-05-19,12,11,0.917,2,1,0
user1000,2024-04-28,13,12,0.923,2,1,1
user0763,2023-10-15,13,11,0.846,1,2,2
user1412,2024-01-28,11,8,0.727,1,2,1
user1656,2023-11-26,10,10,1.0,1,1,0
user0493,2023-09-10,15,15,1.0,3,2,0
user1382,2023-08-20,17,16,0.941,1,5,2
user0753,2023-02-19,8,5,0.625,1,1,0
user0003,2023-08-27,21,18,0.857,1,2,1
user0931,2023-03-26,16,15,0.938,2,2,0
user0136,2023-11-12,8,8,1.0,1,2,0
user0057,2024-05-26,19,18,0.947,1,2,2
user0307,2024-03-31,8,8,1.0,1,4,0
user0162,2023-02-05,16,14,0.875,1,3,0
user1100,2023-11-19,21,21,1.0,2,1,0
user0331,2024-06-23,17,16,0.941,3,1,0
user0088,2023-01-29,11,8,0.727,2,1,1
user1389,2024-03-10,14,11,0.786,3,1,2
user1883,2024-07-07,15,14,0.933,2,1,1
user0709,2023-01-29,13,12,0.923,1,1,2
user0782,2023-04-09,12,11,0.917,2,3,0
user1987,2023-10-15,13,11,0.846,2,2,1
user1316,2023-06-18,12,11,0.917,1,1,0
user1618,2023-09-17,16,16,1.0,2,1,0
user0072,2023-03-05,16,16,1.0,2,1,0
user0762,2023-12-10,10,10,1.0,3,1,0
user1906,2023-01-08,14,12,0.857,2,1,1
user1778,2024-03-10,16,14,0.875,2,2,0
user1536,2023-11-19,9,9,1.0,5,1,0
user0384,2024-02-04,8,7,0.875,2,3,0
user0332,2023-06-18,12,12,1.0,1,2,0
user1488,2024-03-17,18,17,0.944,4,2,0
user1531,2023-06-04,12,11,0.917,1,1,0
user1483,2023-01-22,11,9,0.818,2,2,0
user0362,2024-04-28,8,8,1.0,1,3,0
user1530,2023-08-27,14,13,0.929,1,2,0
user1243,2024-01-28,10,8,0.8,2,1,0
user1031,2023-09-17,15,14,0.933,1,5,1
user0493,2023-01-08,14,14,1.0,1,3,0
user0895,2023-03-12,9,9,1.0,1,2,0
user1512,2024-02-18,18,18,1.0,2,2,0
user1679,2023-12-31,15,13,0.867,1,4,0
user0522,2023-01-01,14,14,1.0,1,1,0
user0632,2023-07-23,18,17,0.944,2,3,1
user1099,2024-06-09,10,7,0.7,2,4,1
user0532,2024-01-14,11,9,0.818,1,1,1
user0131,2023-05-21,13,13,1.0,3,1,0
user1011,2024-01-21,14,14,1.0,1,1,0
user1892,2023-12-10,5,5,1.0,2,1,0
user0374,2024-06-09,8,7,0.875,1,1,1
user1232,2023-07-02,7,7,1.0,3,2,0
user0890,2023-02-26,7,5,0.714,1,3,2
user1116,2023-04-30,11,10,0.909,2,2,0
user0847,2023-01-22,15,14,0.933,1,2,1
user0074,2023-05-21,15,15,1.0,2,1,0
user0135,2024-05-12,15,11,0.733,3,1,1
user0939,2023-05-07,12,12,1.0,1,4,0
user0211,2024-03-31,12,11,0.917,2,3,1
user0983,2023-03-05,12,8,0.667,2,2,3
user0408,2023-07-02,15,13,0.867,3,2,0
user0039,2023-12-31,13,12,0.923,1,2,0
user0962,2023-05-21,13,13,1.0,1,2,0
user1070,2023-09-24,7,6,0.857,1,1,0
user0201,2024-02-25,9,8,0.889,1,2,1
user1470,2023-07-09,12,11,0.917,2,2,0
user1138,2024-01-14,13,13,1.0,1,2,1
user1827,2023-07-09,9,8,0.889,1,1,0
user0786,2023-04-30,10,10,1.0,2,1,0
user0668,2023-01-08,9,9,1.0,1,1,0
user1538,2023-10-22,15,11,0.733,2,2,2
user1165,2023-02-12,8,8,1.0,1,2,1
user0697,2023-04-30,19,18,0.947,1,1,0
user1227,2024-06-23,12,10,0.833,2,2,2
user0242,2023-05-07,15,13,0.867,1,1,2
user1043,2024-02-11,12,11,0.917,5,1,1
user1941,2024-01-21,9,6,0.667,4,1,1
user1534,2023-04-02,7,7,1.0,2,3,1
user1178,2023-10-08,13,13,1.0,1,3,0
user1497,2023-07-02,10,9,0.9,1,2,1
user0503,2023-08-13,10,10,1.0,1,1,0
user1908,2023-05-28,13,11,0.846,1,1,0
user0612,2023-11-26,15,13,0.867,1,1,0
user0927,2024-07-07,8,6,0.75,1,2,0
user0168,2023-01-29,15,13,0.867,2,1,1
user1752,2023-06-11,9,8,0.889,2,1,1
user1499,2023-01-29,18,17,0.944,1,1,0
user1779,2024-06-23,9,9,1.0,1,1,0
user0228,2023-04-09,12,12,1.0,4,1,0
user1575,2023-12-10,13,13,1.0,4,1,0
user1759,2023-01-29,10,8,0.8,1,1,0
user0225,2023-12-31,11,10,0.909,1,2,1
user1720,2023-02-19,9,9,1.0,1,3,0
user1845,2024-02-18,16,14,0.875,1,3,1
user0912,2024-04-14,14,13,0.929,1,1,1
user0526,2024-07-07,15,13,0.867,1,3,0
user1108,2024-02-04,14,14,1.0,2,1,0
user0447,2023-01-29,18,17,0.944,3,1,1
user1411,2023-10-22,12,12,1.0,3,1,0
user0465,2023-09-24,13,13,1.0,1,2,2
user1613,2023-09-17,13,13,1.0,3,1,1
user0660,2023-10-08,7,7,1.0,2,2,0
user0369,2024-05-19,10,9,0.9,2,2,0
user0068,2024-03-24,8,5,0.625,2,1,1
user1579,2024-03-31,9,8,0.889,2,4,2
user1281,2023-03-12,11,11,1.0,1,1,0
user1620,2023-04-02,15,13,0.867,1,1,0
user1600,2024-05-05,10,10,1.0,2,1,0
user1954,2023-08-06,18,17,0.944,1,1,1
user0258,2024-03-24,20,20,1.0,1,1,1
user1837,2024-03-24,10,9,0.9,3,3,1
user1340,2024-02-04,14,14,1.0,1,1,1
user1170,2023-07-23,14,13,0.929,1,4,0
user0734,2024-06-16,11,11,1.0,1,2,0
user1328,2023-08-27,17,16,0.941,1,3,0
user0563,2024-02-11,12,12,1.0,1,1,2
user1287,2023-12-24,18,16,0.889,1,1,0
user0760,2023-11-19,5,5,1.0,3,2,0
user1032,2023-02-26,10,9,0.9,4,1,0
user1785,2024-04-21,17,16,0.941,2,2,0
user1110,2023-01-29,8,8,1.0,1,2,0
user0156,2024-01-21,10,10,1.0,2,2,2
user0978,2024-03-10,12,11,0.917,3,4,1
user0074,2023-07-23,12,11,0.917,1,4,2
user0389,2024-06-23,11,10,0.909,2,3,1
user1935,2023-11-26,14,13,0.929,2,1,0
user1933,2024-02-25,11,11,1.0,1,2,1
user0410,2023-11-19,9,7,0.778,1,1,0
user0016,2023-12-24,8,7,0.875,1,1,3
user1637,2024-01-21,10,10,1.0,2,1,1
user1738,2024-03-03,15,13,0.867,1,1,2
user1236,2023-04-09,16,15,0.938,1,1,1
user1284,2024-06-16,9,7,0.778,4,2,2
user0285,2023-10-29,13,13,1.0,1,1,1
user1232,2023-10-08,15,15,1.0,1,1,0
user0463,2024-04-14,14,14,1.0,2,3,1
user0427,2024-04-21,18,16,0.889,1,1,1
user1142,2023-09-24,11,11,1.0,1,1,0
user1359,2024-02-04,10,10,1.0,1,5,0
user1712,2023-03-05,10,10,1.0,2,2,0
user1488,2024-05-05,18,17,0.944,3,1,0
user0202,2024-02-18,19,19,1.0,1,1,0
user1521,2023-02-19,14,10,0.714,2,1,1
user1219,2023-10-15,11,10,0.909,1,1,0
user1012,2023-06-18,8,7,0.875,2,2,0
user0420,2023-04-09,11,10,0.909,1,1,0
user0022,2024-03-17,12,12,1.0,1,4,0
user0325,2023-09-17,11,10,0.909,2,1,0
user1665,2023-04-16,15,12,0.8,2,1,0
user1051,2024-02-11,12,11,0.917,1,3,0
user0859,2023-12-17,12,12,1.0,1,1,1
user0411,2023-11-12,9,9,1.0,1,2,0
user1293,2023-02-19,17,14,0.824,1,1,1
user1657,2023-12-31,13,10,0.769,3,2,0
user0839,2023-11-26,15,10,0.667,4,1,1
user1728,2023-10-22,14,13,0.929,1,1,1
user0194,2023-07-09,12,9,0.75,5,1,1
user0659,2024-06-09,9,8,0.889,2,5,0
user0353,2023-12-10,15,14,0.933,3,2,0
user1020,2024-05-05,13,12,0.923,1,3,0
user0207,2023-09-03,14,12,0.857,1,2,0
user1580,2024-05-19,12,10,0.833,1,3,1
user1929,2023-02-05,13,13,1.0,1,1,0
user0017,2023-12-24,15,15,1.0,1,1,0
user0096,2023-09-24,14,14,1.0,3,1,1
user1463,2023-07-16,14,13,0.929,2,2,1
user1673,2023-05-28,10,10,1.0,4,3,0
user0478,2023-07-30,10,9,0.9,2,2,0
user1022,2024-06-30,11,9,0.818,1,1,1
user1561,2023-03-12,16,14,0.875,3,3,0
user1242,2024-06-09,8,8,1.0,2,2,0
user1897,2023-12-17,16,15,0.938,1,1,2
user1976,2024-02-25,9,7,0.778,2,1,1
user0452,2023-11-19,11,10,0.909,4,3,1
user0930,2023-08-20,9,9,1.0,2,1,1
user1284,2023-04-09,17,16,0.941,1,1,1
user1876,2023-12-31,13,13,1.0,2,1,3
user0566,2023-11-12,14,14,1.0,4,1,1
user0488,2024-04-21,7,7,1.0,2,4,0
user1527,2023-01-08,17,17,1.0,3,1,0
user1384,2023-03-12,2,2,1.0,2,2,0
user1565,2023-08-06,16,16,1.0,1,2,1
user1969,2023-03-05,16,16,1.0,1,2,1
user1338,2024-05-19,14,12,0.857,1,1,0
user0876,2023-01-22,13,11,0.846,1,4,3
user1169,2023-02-26,14,14,1.0,2,4,0
user1192,2023-06-18,17,17,1.0,1,2,0
user0395,2024-03-17,15,15,1.0,1,1,0
user1727,2023-04-02,14,13,0.929,4,5,0
user1815,2023-03-19,15,12,0.8,1,1,0
user1031,2023-02-19,12,11,0.917,1,3,3
user1920,2024-02-18,9,6,0.667,3,1,2
user1253,2023-08-27,9,9,1.0,2,1,1
user0495,2024-02-25,12,11,0.917,3,2,1
user1772,2024-06-16,10,9,0.9,3,2,1
user0984,2023-07-16,10,8,0.8,2,3,0
user1537,2023-10-08,15,13,0.867,1,1,2
user1970,2023-01-01,17,15,0.882,1,2,2
user0577,2023-11-12,8,8,1.0,1,1,0
user0816,2023-07-23,12,11,0.917,1,3,0
user1598,2024-01-07,9,9,1.0,1,2,0
user0743,2024-02-04,17,13,0.765,1,1,1
user1810,2024-02-11,8,8,1.0,1,1,0
user0085,2024-03-03,8,8,1.0,2,2,0
user0263,2023-02-12,7,6,0.857,2,2,0
user1848,2024-02-04,15,15,1.0,1,4,0
user0428,2023-12-31,15,13,0.867,1,2,0
user0755,2023-09-24,15,14,0.933,1,2,0
user0911,2024-05-26,17,14,0.824,5,1,1
user1522,2023-03-19,16,16,1.0,1,3,0
user0843,2023-05-28,14,14,1.0,1,1,1
user0425,2023-03-19,8,6,0.75,2,1,2
user1117,2023-09-24,12,12,1.0,2,3,1
user1351,2023-07-02,17,15,0.882,1,1,0
user0795,2024-06-23,13,13,1.0,1,4,1
user1488,2023-03-19,10,9,0.9,1,1,0
user1515,2023-07-02,4,4,1.0,1,2,0
user0407,2023-05-14,11,7,0.636,3,1,0
user0765,2023-12-17,15,15,1.0,1,3,1
user0288,2023-07-09,13,12,0.923,2,3,0
user0075,2024-02-18,8,8,1.0,4,2,0
user1747,2023-03-05,13,13,1.0,1,2,0
user0681,2023-10-08,12,12,1.0,1,3,0
user0596,2023-11-26,14,10,0.714,1,1,1
user1797,2023-03-19,12,9,0.75,2,2,2
user0027,2024-03-10,15,12,0.8,1,5,2
user1331,2023-03-12,7,6,0.857,1,2,1
user1463,2023-11-26,14,13,0.929,2,2,2
user0969,2023-07-09,15,15,1.0,1,4,1
user0009,2023-01-15,10,10,1.0,2,1,0
user1169,2023-04-09,14,12,0.857,1,3,2
user0664,2024-05-19,18,16,0.889,1,1,0
user0847,2023-07-02,21,17,0.81,1,1,0
user1780,2023-02-05,17,14,0.824,1,1,1
user1741,2023-06-25,10,10,1.0,3,1,1
user0227,2023-04-02,12,11,0.917,1,1,0
user1170,2023-12-31,11,10,0.909,2,2,1
user0411,2024-02-25,6,6,1.0,3,3,0
user0580,2023-11-12,18,18,1.0,1,3,2
user1595,2024-05-19,18,16,0.889,1,2,2
